X (mg);Y (mg);Z (mg)
96;-603;-1155
223;-1647;-1379
65;-589;-1147
-564;708;1310
-962;2379;607
-1429;1370;-593
-814;913;-774
-934;949;-977
-736;2693;-421
962;3637;904
-915;1387;1464
-650;890;831
1976;684;1573
661;562;525
-761;927;241
-1145;2202;490
-2057;3724;891
-949;2770;269
-303;1731;-525
42;-140;-1196
195;-1817;-1456
-49;-796;-1210
-287;311;366
-443;2067;1061
-1420;601;-453
-1810;1749;-34
-175;1024;-1039
-378;3185;-264
796;3315;238
-1493;1334;1855
-362;974;1098
1700;729;1242
379;586;513
-565;1317;90
-988;2812;657
-2107;3821;676
-791;2726;41
-21;1208;-820
125;-871;-1657
-338;-1753;-1457
38;-440;-1257
-211;1104;1765
-246;1553;-798
-2621;1733;-437
-1063;1255;-95
-227;1882;-1608
361;3901;722
-1099;1918;1962
-844;617;884
1854;1143;1255
1110;415;622
-616;802;368
-787;2052;367
-1779;3983;1294
-1867;3165;-204
-59;1457;-761
101;-222;-1627
-169;-1958;-1807
-13;-857;-1464
-633;507;1200
-838;2442;15
-1680;1599;-390
-572;576;-582
-1090;1247;-1088
-375;3646;185
133;2771;1129
-1579;380;1592
1110;1454;1189
1592;481;1214
-211;789;452
-452;1931;155
-1337;3685;1067
-2430;3741;222
-532;2197;-370
157;644;-1336
-69;-1636;-2164
-230;-1160;-1690
-336;-146;-494
-720;2278;1903
-1567;1339;-407
-1232;1177;-902
-276;582;-708
-549;3082;-185
236;3224;811
-1714;421;1241
248;892;1363
1024;720;1526
-82;427;347
-186;1211;189
-342;3348;859
-2127;3953;658
-1157;2482;-380
183;923;-880
15;-973;-1612
-319;-1669;-1446
-396;-383;-1153
-1131;1299;2051
-917;2122;-759
-1163;1262;-428
-579;613;-887
-1202;1739;-885
43;3906;628
-601;1804;1597
-1135;445;1068
1933;1559;1624
803;381;524
-310;774;291
-519;2080;365
-1378;3959;1076
-2385;3356;-215
-143;1743;-498
137;286;-1174
-151;-1611;-1755
-298;-1138;-1677
-925;67;195
-655;2269;742
-1558;1602;-666
-865;953;-582
-1024;1175;-924
-131;3677;128
26;2468;1476
-1644;258;1206
1398;1510;1505
1025;290;766
-224;593;372
-466;1507;283
-640;3725;1044
-2584;3685;204
-883;1791;-613
221;264;-1120
-61;-1557;-1733
-91;-1252;-1764
-910;-124;-171
-1136;2791;1894
-642;1253;-1324
-1168;944;-570
-1033;897;-913
-962;2915;-419
328;3414;1269
-1219;672;1499
595;1225;1000
1755;805;1696
-173;461;173
-604;1245;155
-769;3590;1029
-2275;3839;471
-860;2501;-248
201;1332;-965
-86;-866;-1835
-257;-1785;-1805
-380;-698;-1225
-1113;1176;1713
-670;2502;-481
-1161;1290;-93
-276;594;-778
-1220;1479;-1112
-705;3753;729
-352;2266;1298
-1023;240;942
1865;1413;1928
431;329;609
-351;718;454
-366;1946;30
-1376;3986;1150
-2513;3319;-154
-375;1574;-357
182;468;-975
-66;-1389;-1734
33;-1136;-1755
-623;-230;-349
-1149;2598;2141
-1407;1801;-795
-298;374;-839
-871;1012;-1199
-1244;2926;-75
359;3314;1023
-895;899;1148
112;468;852
1312;839;1882
-269;350;271
-164;834;261
-402;2811;378
-1946;3828;901
-1398;2555;-206
139;1444;-312
-64;280;-1089
-212;-1546;-1505
-93;-1043;-1381
-785;142;-3
-1233;2376;2255
-678;1226;-1018
-763;902;-562
-798;915;-888
-1228;2457;-558
329;3720;848
-623;1294;1513
-962;470;748
1646;960;1416
840;292;465
-313;552;284
-696;1862;208
-1550;3755;907
-1496;2954;222
-490;1661;-78
-236;646;-712
-207;-1075;-1167
140;-1396;-1213
-187;-367;-720
-528;1693;2162
-342;1313;-822
-2128;1942;-503
-738;824;-327
-1007;1530;-836
-129;3580;36
-319;2162;1602
-1317;653;981
940;790;1107
1186;313;892
0;397;269
-370;665;83
-532;2332;165
-1364;3885;925
-1361;2500;166
-177;1252;-163
-198;306;-679
-137;-1145;-879
113;-1019;-1010
-486;-88;-284
-529;2105;2403
-845;1624;-521
-1055;507;-757
-1457;790;-956
-1222;1991;-711
579;3858;543
-265;1711;1543
-1323;568;839
1270;915;924
1299;408;1103
-512;509;244
-729;1285;78
-1010;3366;518
-1543;3186;349
-588;2049;55
-303;948;-398
-195;-481;-1008
89;-1571;-1316
-230;-630;-732
-439;994;1467
-256;2025;434
-1412;1015;-277
-1297;891;-817
-1246;1045;-925
-630;2956;-278
709;3296;838
-1049;1050;1412
-502;565;636
1625;806;1411
312;263;438
-626;594;209
-580;2449;240
-1651;3329;656
-1263;2647;13
-332;1717;7
-254;477;-667
-35;-1009;-1015
125;-1213;-1106
-402;-288;-459
-434;1723;2470
-440;970;-974
-1477;1371;-475
-1048;860;-426
-1203;1784;-749
36;3533;-106
-247;2205;1392
-1326;825;1222
1026;923;736
1691;599;1388
-535;570;319
-1109;989;105
-887;2905;373
-1385;3078;387
-761;2560;203
-321;1368;-213
-4;-244;-918
88;-1477;-1115
29;-881;-1073
-342;152;443
-334;2397;1467
-1301;1217;34
-1234;653;-810
-1140;866;-968
-979;2450;-452
472;3675;861
-638;1283;1207
-1310;516;824
1356;931;1343
814;326;729
-373;371;233
-451;1679;112
-1122;3325;544
-1613;2969;325
-505;2011;156
-281;956;-494
-167;-504;-1031
113;-1491;-1159
-219;-526;-808
-448;983;2025
-496;1928;-195
-1393;1121;-263
-1190;577;-833
-1282;1256;-651
-229;3380;-353
521;2816;1351
-1337;761;1204
39;762;665
1689;686;1700
-368;486;244
-801;816;186
-675;2888;401
-1675;3027;491
-791;2715;24
-217;1492;-126
-191;103;-918
12;-1423;-1251
-20;-1006;-1176
-514;188;456
-471;2086;1874
-1174;1056;-593
-1306;1002;-724
-1054;834;-928
-965;2410;-292
633;3572;421
-558;1501;1322
-1241;576;829
1357;1123;1245
1048;301;977
-637;608;173
-620;1804;258
-1264;3336;543
-1571;3098;264
-373;1915;43
-239;658;-590
-16;-784;-984
82;-1382;-976
-141;-404;-800
-852;1211;2045
-742;1989;-119
-1237;941;-179
-889;706;-1078
-1464;1582;-669
-25;3375;105
548;2566;996
-1354;883;1216
-101;568;753
1373;618;1426
-84;316;249
-516;731;130
-685;2590;322
-1563;2899;420
-715;2393;242
-443;1503;26
-277;261;-620
-42;-1047;-894
68;-1010;-955
-239;100;283
-253;1724;1499
-1381;1513;-151
-1252;878;-764
-1208;976;-832
-614;2493;-133
871;3501;396
-716;1306;1323
-1474;515;812
1172;816;1102
1023;398;880
-414;376;102
-645;1470;192
-1325;3012;390
-1406;2748;344
-356;2241;162
-504;1155;-299
-232;-296;-748
86;-1497;-877
65;-633;-862
-414;923;1635
-247;1837;279
-1342;1017;-203
-1328;525;-669
-1191;1163;-641
-151;3219;-143
789;2903;663
-1123;1174;1348
-873;525;711
1251;695;1405
433;359;490
-412;345;308
-643;1385;168
-970;3494;389
-1111;2662;594
-572;1772;65
-322;712;-255
-158;-575;-602
120;-1232;-739
-41;-293;-703
-56;1387;1594
-589;933;-208
-1741;1567;-76
-759;645;-919
-937;1593;-374
218;3344;191
13;2193;794
-1512;761;1071
-101;678;632
1320;624;1553
-97;343;267
-548;794;134
-766;2494;333
-1600;2777;332
-579;2564;237
-459;1719;117
-432;303;-552
-11;-1014;-754
239;-967;-848
-221;12;-257
-233;1728;1962
-679;875;-471
-1358;1044;-293
-1034;639;-836
-1114;1636;-667
78;3639;341
257;2204;980
-1443;882;1111
204;484;777
1353;615;1289
-18;471;448
-560;870;108
-756;2565;334
-1601;2903;501
-589;2420;13
-352;1678;93
-325;344;-586
-5;-1153;-805
167;-972;-922
-486;-36;-91
-685;2096;2502
-671;1729;-886
-1099;77;-924
-1843;778;-903
-1181;1753;-545
740;3859;486
293;2059;1030
-1618;666;1328
305;507;829
1545;508;1120
268;526;45
-255;1672;107
-1302;2706;516
-2229;3379;508
-353;2746;354
-644;1401;-494
-228;-507;-1198
-12;-1919;-1408
35;-668;-1074
-49;677;1132
-136;2060;669
-1344;523;-190
-1885;1489;-564
-506;825;-1019
-753;2741;-436
448;3328;696
-979;1484;1560
-842;434;664
1386;1052;1365
794;364;821
-624;413;248
-509;1692;136
-918;3384;670
-1689;3166;300
-612;2066;87
-288;948;-525
49;-725;-1210
225;-1496;-1168
-196;-412;-870
-942;1163;2385
-1189;2616;-336
-594;235;-931
-1284;531;-1025
-1516;1837;-420
363;3795;340
116;2209;1226
-1519;538;1186
880;856;1242
970;434;1036
-32;388;329
-195;1324;-28
-884;3136;498
-1947;3314;408
-1118;2437;-61
-351;1248;-217
-70;-294;-849
72;-1518;-1183
5;-722;-1120
-395;393;960
-301;1826;496
-1708;1631;-9
-1092;733;-625
-913;1170;-944
-280;3296;5
257;2927;1145
-1404;820;1388
128;798;833
1440;568;1561
-65;394;193
-507;519;317
-348;2451;248
-1357;3823;910
-1555;2730;31
-252;1466;-187
-96;289;-735
-71;-1235;-1202
-36;-1087;-1128
-480;-176;-328
-828;2749;2414
-1039;1595;-578
-418;-58;-1261
-1789;814;-557
-957;2542;-583
814;3723;1027
-401;1315;1317
-1234;382;682
1340;892;1502
556;322;603
-558;508;312
-381;1882;86
-1372;3356;685
-1701;2915;113
-307;1780;82
-228;606;-476
-160;-738;-978
115;-1356;-1044
-283;-352;-726
-382;1495;2150
-289;937;-600
-1697;1218;-240
-1025;1168;-361
-565;1751;-1076
-74;3475;634
-408;1968;1326
-1222;584;815
743;885;1290
670;411;1043
-321;270;367
-371;1128;48
-742;3224;476
-1896;2824;379
-494;1900;53
-210;1068;-210
-268;-72;-762
122;-1293;-1075
-131;-517;-888
-510;982;2009
-336;1440;-428
-1675;1394;-208
-673;774;-472
-1144;1699;-847
-246;2993;43
-26;2434;1143
-1128;983;1154
384;573;821
1363;551;1291
98;419;177
-532;605;289
-738;2404;219
-1584;3308;714
-912;2392;-25
-276;1450;-16
-212;438;-509
-72;-1088;-887
142;-968;-1079
-473;20;66
-297;2080;2028
-1156;792;-223
-1219;1128;-866
-897;1054;-958
-845;2542;-388
507;3425;928
-883;1221;1343
-671;453;591
1324;732;1433
306;279;460
-544;448;182
-585;2128;343
-1650;3115;470
-936;2492;101
-283;1860;26
-400;672;-509
-95;-852;-827
146;-1270;-999
-446;-217;-433
-309;1726;2426
-298;1274;-741
-1515;1087;-201
-1147;725;-744
-1119;1525;-692
-62;3231;-116
432;2522;1165
-1133;987;1229
111;517;736
1310;515;1483
-234;540;251
-665;1083;267
-927;2836;440
-1770;2947;300
-452;2210;73
-194;1335;-127
-61;-142;-689
148;-1391;-842
10;-752;-874
-507;442;773
-430;2143;1320
-906;340;-533
-1468;1348;-259
-762;1043;-871
-685;2338;-350
432;3160;549
-799;1440;1283
-993;532;661
1012;725;1189
703;453;888
-223;428;142
-454;1706;239
-1447;3060;289
-1481;2607;155
-458;2093;90
-296;950;-161
-111;-456;-739
123;-1329;-1062
-258;-586;-717
-386;988;1792
53;1660;-175
-1580;1385;-468
-1127;901;-270
-1077;1447;-912
-470;2770;-138
224;2655;1063
-1064;1084;1336
142;477;678
1133;457;1344
188;346;223
-322;599;374
-553;2278;145
-1539;3204;535
-871;2354;205
-427;1703;-5
-195;575;-431
-109;-887;-826
-8;-1029;-1047
-538;-211;-330
-206;1691;2430
-563;779;-767
-1365;1593;-241
-836;874;-710
-955;1908;-610
136;3305;376
-380;1859;1182
-1013;644;898
727;694;947
1026;416;1258
-383;390;154
-523;1405;127
-1283;3047;524
-1527;2762;183
-404;2231;171
-427;1094;-214
-160;-237;-809
200;-1414;-1110
-75;-553;-863
-303;943;1632
-56;1945;461
-1310;987;-295
-1176;725;-641
-1317;1197;-784
-650;2804;-237
622;3169;784
-1018;1149;1490
-630;549;673
1285;633;1396
331;336;359
-351;428;182
-532;2119;209
-1635;3102;485
-847;2442;122
-294;1760;0
-334;585;-434
-70;-802;-812
111;-1045;-965
-490;-263;-224
-294;1653;2340
-219;793;-1208
-1633;1435;-250
-1191;890;-355
-902;1815;-694
173;3332;6
-191;2025;1470
-1093;850;1031
743;590;878
1246;493;1129
-269;403;157
-747;1019;199
-908;3048;256
-1747;2864;397
-336;1951;12
-175;1252;-89
-190;-74;-565
116;-1286;-788
-87;-745;-850
-487;458;1055
24;2053;926
-969;990;-289
-1357;899;-474
-1201;957;-894
-660;2187;-395
683;3565;630
-745;1510;1387
-1070;667;761
1205;637;1319
585;411;539
-512;318;308
-705;1501;126
-1241;3513;461
-1164;2405;297
-415;1667;-25
-345;644;-336
-200;-687;-595
199;-1161;-835
-196;-231;-528
-102;1671;2038
-464;1650;61
-1346;740;-340
-1261;645;-1029
-1154;1678;-537
200;3436;69
121;2314;1106
-1392;854;1239
497;652;839
1324;446;1257
-153;419;234
-723;969;221
-995;2782;325
-1642;2715;335
-466;2253;118
-478;1267;-73
-232;-80;-520
49;-1183;-759
65;-611;-839
-258;575;1002
97;1909;871
-1323;779;-217
-1627;1026;-601
-900;984;-867
-566;2470;-375
732;3441;818
-1037;1234;1278
-496;483;482
1080;776;1407
487;322;690
-719;300;438
-649;1793;49
-1357;3777;432
-1200;2363;92
-568;1838;-116
-147;720;-230
87;-748;-775
262;-1195;-1127
-426;-443;-377
-325;1657;2012
-323;1524;-440
-1575;1008;-33
-1037;572;-1057
-1275;1528;-570
134;3291;140
443;2604;820
-1473;964;1408
-214;602;843
1395;528;1438
87;361;135
-510;806;285
-637;2737;196
-1724;3041;395
-635;2427;91
-381;1592;-25
-276;210;-596
-50;-1211;-795
47;-993;-963
-460;2;233
9;2104;1946
-950;1227;-349
-1382;638;-538
-1185;749;-804
-883;2222;-450
503;3649;574
-242;1668;956
-1206;612;1149
686;426;1075
985;488;858
-188;320;280
-616;619;145
-746;2708;309
-1574;3217;715
-715;1884;64
-345;988;-104
-194;-117;-586
17;-1185;-942
-164;-581;-1011
-484;979;1434
0;1945;1061
-735;-69;-1334
-2044;2022;33
-629;651;-691
-835;2178;-907
311;3134;661
-440;1914;1333
-922;853;795
1026;671;1156
714;369;826
-410;477;206
-552;2092;232
-1647;3104;531
-1137;2752;239
-266;2133;145
-393;730;-557
-122;-889;-990
254;-1380;-1000
-137;-134;-622
-574;1839;2400
-1111;1846;-190
-1040;624;-838
-981;579;-996
-1188;1975;-481
428;3801;417
-273;1991;1203
-1703;641;1211
759;916;936
1279;359;1333
-248;315;86
-403;1313;162
-858;2725;355
-1552;2874;211
-507;2374;95
-463;1220;-183
-127;-348;-681
83;-1372;-894
-130;-706;-871
-553;646;1239
-261;2768;828
-916;552;-509
-1506;327;-1156
-1633;1126;-330
-148;2746;-396
997;3295;860
-1008;1228;1336
-796;413;598
1328;620;1474
300;375;410
-580;611;169
-671;2337;317
-1808;2965;548
-853;2380;-24
-288;1712;54
-377;429;-512
46;-1065;-878
235;-1063;-1060
-466;-158;-193
-428;1898;2305
-65;565;-1067
-1960;1308;-80
-906;886;-419
-712;1794;-1137
-121;3152;460
21;2225;880
-1262;970;1300
409;444;912
1211;506;1038
60;469;433
-551;745;277
-820;2946;241
-1793;3573;792
-802;2286;45
-403;1302;-215
-206;-151;-760
125;-1536;-855
79;-567;-964
-222;730;1407
-140;1412;25
-1909;1523;308
-636;674;-860
-1123;1345;-765
-324;2941;114
471;2876;605
-1212;1099;1443
-566;491;693
1342;720;1445
238;297;365
-539;310;283
-506;1823;26
-1298;3654;681
-1233;2527;71
-479;1671;-18
-293;576;-437
-73;-890;-771
154;-1226;-1029
-532;-260;-396
-466;2027;2358
-306;1389;-705
-1222;655;73
-977;746;-1037
-1406;1580;-545
0;3066;-83
421;2767;1044
-1324;1043;1375
-101;694;671
1642;627;1485
-32;419;282
-905;664;296
-632;2558;235
-1454;2935;517
-939;2429;-2
-452;1372;20
-165;87;-417
22;-993;-663
248;-728;-886
-345;163;139
-293;2093;1903
-1064;1366;-491
-1125;347;-801
-1404;797;-633
-858;2201;-365
689;3677;645
-297;1527;1047
-1267;767;1018
902;621;1256
812;442;858
-343;383;185
-492;1794;179
-1225;2823;435
-1563;2684;200
-312;2095;127
-280;983;-341
-141;-535;-725
158;-1395;-957
-378;-475;-610
-481;1370;1925
50;1296;-458
-1435;855;348
-1065;851;-599
-970;1149;-848
-396;2577;-114
547;3064;476
-962;1461;1377
-996;565;735
1059;776;1196
726;339;687
-183;707;-49
-713;1965;429
-1680;2366;156
-1031;2670;367
-256;2175;286
-455;684;-313
-156;-597;-665
170;-1296;-747
106;-256;-722
-220;981;1732
-504;1310;-76
-1514;1379;0
-991;684;-1007
-1238;1290;-648
-219;3062;50
755;2936;685
-1110;1113;1433
-570;544;650
1413;630;1443
297;384;383
-544;604;209
-577;2363;250
-1653;2769;380
-895;2434;109
-339;1892;110
-394;503;-458
-131;-781;-716
204;-1115;-862
-317;-66;-50
-365;1565;1883
-873;1153;-359
-1101;982;-397
-1007;896;-950
-1178;1707;-573
13;3047;242
64;2239;1054
-1227;944;1172
138;483;782
1302;570;1285
-9;382;198
-417;1051;149
-960;2641;239
-1644;2607;234
-438;2309;-16
-474;1357;-20
-427;105;-506
62;-1155;-747
-9;-766;-846
-413;309;1114
-43;2322;1415
-920;1514;-753
-1162;129;-984
-1877;962;-681
-974;1985;-576
480;3613;664
-81;1691;1470
-720;725;647
850;558;1234
446;378;865
-526;263;227
-628;1302;117
-999;3112;247
-1298;2477;275
-378;2023;141
-285;1074;-137
-240;-230;-582
79;-1197;-852
-217;-493;-700
-160;1096;1691
-77;1367;13
-1604;1147;143
-1108;712;-803
-1189;1354;-664
-195;2924;39
585;2621;634
-1006;1010;1281
-723;362;588
1086;633;1261
412;408;494
-304;410;204
-527;1896;163
-1514;3004;429
-1124;2432;162
-422;1946;143
-544;788;-224
-214;-602;-549
190;-1260;-791
-120;-285;-520
-73;1653;1824
-703;1918;352
-1330;497;-358
-1223;539;-1196
-1427;1626;-597
47;3362;54
624;2501;1069
-1201;923;1226
-107;331;552
1305;558;1229
24;283;324
-614;556;140
-681;2413;178
-1584;2924;322
-620;2433;170
-411;1842;73
-435;587;-426
-222;-835;-628
85;-1067;-814
-136;-148;-276
-67;1736;1879
-99;774;-448
-1851;1101;23
-1060;884;-585
-887;1461;-823
-277;2710;237
351;2516;374
-825;1180;1334
-671;633;652
1127;577;1319
378;377;524
-480;912;182
-989;2055;434
-1684;2455;97
-464;2659;372
-340;1959;110
-354;359;-535
11;-966;-805
201;-1030;-1016
-322;-77;-79
-190;1964;2124
-748;872;-543
-1260;1091;-124
-989;861;-925
-1087;1687;-569
10;2947;245
249;2273;869
-1195;1018;1287
255;546;731
1114;465;1224
-202;279;196
-678;1049;201
-991;2683;303
-1421;2402;72
-340;2302;229
-503;1430;-51
-358;19;-365
54;-1113;-639
209;-654;-867
-241;403;802
19;1876;1281
-1168;1150;-285
-1263;680;-716
-1313;903;-887
-859;2095;-180
556;3239;341
-402;1681;1084
-1214;803;965
730;597;873
1141;467;1046
-407;305;248
-759;1307;131
-1180;2687;286
-1362;2582;168
-323;2417;325
-473;1248;-199
-259;-52;-582
73;-1254;-723
108;-658;-809
-225;619;1169
-140;1886;787
-1171;950;-336
-1290;672;-653
-1261;1131;-683
-677;2561;-274
564;3152;688
-661;1290;1285
-834;546;667
1070;667;1187
759;381;697
-345;379;187
-677;1776;103
-1667;2702;289
-1114;2516;85
-280;2214;202
-452;878;-194
-215;-354;-516
176;-1214;-812
-14;-457;-628
-93;1433;1911
78;1114;-321
-1651;861;66
-1437;965;-560
-834;1261;-867
-320;2775;13
445;2714;677
-952;1209;1339
-707;518;621
1067;668;1283
404;318;581
-412;503;173
-700;2125;203
-1796;2892;355
-849;2293;127
-136;1850;37
-373;754;-429
-148;-652;-656
160;-1120;-808
-350;-208;-357
-537;1563;2307
-322;1346;-645
-1141;1007;-256
-1124;750;-750
-1244;1635;-586
-64;2712;19
641;2419;788
-1021;1144;1236
-325;432;760
897;511;1192
259;319;373
-244;503;169
-480;1970;147
-1342;2877;300
-739;2312;451
-360;1636;129
-418;594;-163
-282;-569;-374
19;-909;-460
-30;53;-19
132;1547;1417
-382;694;-435
-1854;1259;113
-1082;696;-720
-829;1484;-580
194;3156;171
416;2375;734
-1214;987;1232
-456;577;651
1292;620;1269
178;335;430
-672;503;28
-1138;2278;279
-1707;2498;283
-609;2187;68
-226;1764;140
-249;448;-277
123;-814;-539
364;-858;-921
111;355;470
238;2370;1476
-1293;845;174
-1266;382;-866
-1339;888;-620
-665;2196;-310
348;2978;860
-495;1515;759
-926;870;1010
641;462;971
642;429;985
-330;397;66
-776;1797;103
-1864;2663;387
-864;2073;-42
-52;1928;177
-247;796;-204
-67;-429;-564
422;-1130;-1001
149;-169;17
179;2236;1739
-1070;1136;234
-1533;550;-511
-1150;620;-892
-1061;1737;-588
-19;3023;404
193;2114;683
-1132;908;1175
-94;457;749
1049;560;1125
-173;456;596
-987;1291;0
-1737;2770;400
-1255;2223;-152
-3;2158;110
-157;1201;-148
-31;-82;-699
312;-1106;-1080
-28;-725;-516
-35;1467;2200
-183;917;-673
-1477;1463;112
-759;707;-575
-1064;1510;-728
-461;2404;128
-51;2099;628
-886;1296;1097
-423;700;755
911;515;1097
203;393;769
-749;887;-111
-1470;2171;442
-1555;2230;-110
-206;2248;238
-132;1568;102
-133;339;-401
310;-846;-848
488;-922;-740
296;857;1471
-212;1199;77
-1422;1335;285
-1047;854;-433
-813;915;-673
-966;2186;-234
-43;2217;614
-287;1702;561
-1008;993;1152
188;599;662
1026;480;1099
-423;342;663
-1021;1258;-244
-1522;2644;366
-1044;2163;-89
26;2176;94
-53;1385;-18
-105;71;-529
151;-915;-736
201;-714;-632
169;867;1668
-130;946;-119
-1686;1811;265
-613;481;-690
-945;1332;-717
-708;2267;-23
-197;2073;624
-728;1434;920
-716;893;942
-242;-2217;-311
138;-2986;-42
456;-1855;11
253;-633;41
105;-60;519
68;387;515
195;373;664
619;392;326
600;-314;305
221;-1276;546
127;-3395;144
-106;-3702;-173
-443;-1871;-423
-381;-494;-590
-290;206;-626
-246;753;-641
-189;597;-594
-2;-680;-620
243;-2465;-897
487;-3573;-854
345;-3072;371
401;-968;71
405;127;101
385;625;557
368;927;729
620;851;524
790;-145;676
711;-1351;452
240;-2677;312
570;-3792;-492
259;-2609;-956
26;-1125;-1000
-122;-228;-586
-455;519;-348
-526;691;-272
-38;-231;-580
49;-1172;-525
208;-2095;-703
884;-3237;-29
684;-2196;150
289;-826;200
228;-75;316
106;538;490
109;921;512
546;834;439
963;-738;782
829;-1793;606
1320;-3257;-36
1090;-2996;-624
54;-1850;-511
-154;-682;-637
-353;144;-558
-479;731;-475
-314;524;-513
258;-644;-673
509;-1944;-695
1043;-3334;-133
905;-2671;234
557;-999;-16
312;-202;233
100;251;579
121;741;558
366;1074;307
606;732;473
850;-882;1005
1636;-3291;540
948;-3912;637
294;-2000;-296
-284;-531;-660
-375;-84;-533
-481;330;-476
-448;556;-693
-64;-20;-833
198;-1180;-390
141;-2131;37
586;-3430;1524
153;-2476;1557
162;-620;225
319;103;26
235;750;232
82;951;425
369;680;612
989;-352;430
710;-1880;587
1103;-3862;404
982;-3191;-849
-121;-1499;-743
-208;-455;-705
-273;309;-650
-582;732;-469
-481;212;-233
243;-875;-837
-42;-2280;-640
494;-3701;-473
609;-2716;163
407;-651;-170
344;276;19
190;493;601
92;762;667
600;604;304
600;1;594
477;-1033;766
1063;-3520;-530
724;-3762;-744
-115;-1959;-490
-115;-744;-864
-225;65;-678
-594;681;-237
-735;721;-272
-254;-345;-569
454;-1701;-1125
25;-2536;-829
703;-3072;-543
624;-1599;-423
314;-417;-144
325;129;303
295;513;763
441;819;767
821;515;421
775;-1106;503
477;-2503;291
1006;-3418;-1344
80;-2397;-1260
-385;-1344;-959
-358;-443;-640
-628;156;-121
-564;598;-290
-327;94;-623
-119;-1052;-829
-107;-2225;-1178
464;-3465;-671
580;-2340;-81
295;-557;11
331;32;128
396;305;458
388;697;601
674;786;431
885;-113;487
747;-1695;596
1150;-3910;-57
579;-3135;-884
-702;-1641;-360
-587;-727;-565
-681;-30;-451
-701;451;-335
-406;374;-519
193;-613;-692
207;-1878;-623
901;-3075;-248
1394;-2483;47
835;-1060;-29
301;-200;92
360;-122;342
245;135;458
168;593;408
334;601;202
390;-410;476
170;-2879;1190
665;-3888;348
112;-2077;-735
-600;-737;-617
-624;-209;-540
-755;294;-343
-700;536;-484
-238;-357;-573
63;-1600;-651
-300;-2265;-569
276;-3262;-74
547;-2231;194
292;-638;-157
398;-25;139
279;554;491
219;984;678
655;768;478
749;-54;451
252;-2001;1163
848;-3865;-49
702;-3422;-939
-573;-1908;-423
-102;-826;-913
-302;173;-720
-549;749;-426
-431;482;-401
-63;-1087;-478
5;-2042;-791
-39;-3010;-302
271;-2731;259
216;-996;67
291;-213;67
216;294;417
432;609;466
578;759;592
864;235;646
575;-881;747
334;-2871;879
506;-3873;-119
-17;-2741;-653
-474;-1535;-412
-381;-322;-517
-571;488;-516
-576;580;-534
-210;-374;-616
124;-1250;-646
46;-1975;-312
474;-2748;310
1004;-2122;254
578;-754;210
282;-30;338
300;158;572
78;688;580
342;386;622
755;-434;481
413;-1193;604
495;-2461;701
998;-3192;-177
142;-2148;-764
-284;-1250;-1094
-543;-580;-944
-717;-45;-559
-534;-44;-361
32;-927;-346
347;-1134;-611
157;-1563;-317
1283;-3375;310
953;-1741;-14
227;-75;-13
173;-10;396
219;127;579
290;673;530
730;551;430
679;-106;596
344;-1849;1052
568;-3679;452
464;-3314;-382
-213;-1735;-377
-279;-454;-533
-479;293;-477
-467;608;-624
